Year,State,Fires (Wildland),Acres (Wildland),Fires (Rx),Acres (Rx),Fires (WFU),Acres (WFU),Fires (Human),Acres (Human),Fires (Lightning),Acres (Lightning),Fires (Total),Acres (Total)
2019,New Hampshire,,,,,,,16,25,0,0,16,25
2019,New Jersey,,,,,,,727,"11,346",0,0,727,"11,346"
2019,New Mexico,,,,,,,452,"23,269",407,"56,618",859,"79,887"
2019,New York,,,,,,,76,220,3,1,79,221
2019,North Carolina,,,,,,,"3,784","13,949",88,599,"3,872","14,548"
2019,North Dakota,,,,,,,483,"4,447",5,7,488,"4,454"
2019,Ohio,,,,,,,498,"1,038",0,0,498,"1,038"
2019,Oklahoma,,,,,,,"1,101","66,941",3,201,"1,104","67,142"
2019,Oregon,,,,,,,"1,192","22,172","1,101","57,560","2,293","79,732"
2019,Pennsylvania,,,,,,,546,691,1,0,547,691
2019,Rhode Island,,,,,,,45,33,0,0,45,33
2019,South Carolina,,,,,,,976,"5,726",16,213,992,"5,939"
2019,South Dakota,,,,,,,282,"2,027",64,234,346,"2,261"
2019,Tennessee,,,,,,,564,"5,393",7,85,571,"5,478"
2019,Texas,,,,,,,"6,575","163,118",317,"52,375","6,892","215,493"
2019,Utah,,,,,,,690,"25,748",335,"66,632","1,025","92,380"
2019,Vermont,,,,,,,19,22,0,0,19,22
2019,Virginia,,,,,,,364,"2,643",0,0,364,"2,643"
2019,Washington,,,,,,,"1,067","118,149",327,"51,592","1,394","169,742"
2019,West Virginia,,,,,,,593,"7,653",0,0,593,"7,653"
2019,Wisconsin,,,,,,,710,"1,198",0,0,710,"1,198"
2019,Wyoming,,,,,,,297,"3,845",189,"38,012",486,"41,857"
2020,Alabama,,,,,,,836,20557,0,0,836,"20,557"
2020,Alaska,,,,,,,181,284,168,180885,349,"181,169"
2020,Arizona,,,,,,,2073,353796.5,451,624771,2524,978567.5
2020,Arkansas,,,,,,,653,12552,2,0,655,12552
2020,California,,,,,,,"9,868","2,365,932.40",563,"1,726,218.10","10,431","4,092,150.50"
2020,Colorado,,,,,,,621,447731,459,177626,"1,080","625,357"
2020,Connecticut,,,,,,,585,382,1,1,586,383
2020,Delaware,,,,,,,426,"1,356",0,0,426,1356
2020,Florida,,,,,,,1997,57390.1,384,42023,2381,99413.1
2020,Georgia,,,,,,,1698,5676,1,1,1699,5677
2020,Hawaii,,,,,,,58,472,0,0,58,472
2020,Idaho,,,,,,,661,237019,283,77333,944,"314,352"
2020,Illinois,,,,,,,19,239.6,0,0,19,239.6
2020,Indiana,,,,,,,11,313,0,0,11,313
2020,Iowa,,,,,,,126,"2,168",0,0,126,"2,168"
2020,Kansas,,,,,,,52,"34,581",0,0,52,"34,581"
2020,Kentucky,,,,,,,523,"7,842",1,108,524,"7,950"
2020,Louisiana,,,,,,,399,"5,852",2,28,401,"5,880"
2020,Maine,,,,,,,1109,992,47,40,1156,1032
2020,Maryland,,,,,,,2,930,0,0,2,930
2020,Massachusetts,,,,,,,1178,767,11,67,1189,834
2020,Michigan,,,,,,,401,1121,8,10,409,1131
2020,Minnesota,,,,,,,1357,8825,15,13,1372,8838
2020,Mississippi,,,,,,,726,"22,022.20",3,13,729,"22,035.20"
2020,Missouri,,,,,,,"1,090","17,940",0,0,"1,090","17,940"
2020,Montana,,,,,,,"1,943","220,026",490,"149,607","2,433","369,633"
2020,Nebraska,,,,,,,21,"6,493",20,"1,118",41,"7,611"
2020,Nevada,,,,,,,520,"74,305.50",250,"184,969.60",770,"259,275.10"
2020,New Hampshire,,,,,,,241,84,11,4,252,88
2020,New Jersey,,,,,,,"1,980","10,401",1,"1,518","1,981","11,919"
2020,New Mexico,,,,,,,697,"15,663.80",321,"93,849.10","1,018","109,512.90"
2020,New York,,,,,,,187,"1,104",5,19,192,"1,123"
2020,North Carolina,,,,,,,"2,335","12,555.80",29,319,"2,364","12,874.80"
2020,North Dakota,,,,,,,641,3732,10,50,651,3782
2020,Ohio,,,,,,,648,1534,1,17,649,1551
2020,Oklahoma,,,,,,,1237,102287.3,4,15,1241,102302.3
2020,Oregon,,,,,,,1553,679449.5,662,462113,2215,"1,141,612.50"
2020,Pennsylvania,,,,,,,1480,2989,8,8,1488,2997
2020,Rhode Island,,,,,,,112,85,1,0,113,85
2020,South Carolina,,,,,,,459,1706.1,6,48,465,1754.1
2020,South Dakota,,,,,,,739,13482,113,6154,852,19636
2020,Tennessee,,,,,,,366,4160,1,3,367,4163
2020,Texas,,,,,,,6381,183212,332,73614,6713,256826
2020,Utah,,,,,,,1154,105836,339,223899,1493,329735
2020,Vermont,,,,,,,93,124,3,2,96,126
2020,Virginia,,,,,,,384,5108,26,488,410,5596
2020,Washington,,,,,,,"1,562","837,422.90",84,"4,947.30","1,646","842,370.20"
2020,West Virginia,,,,,,,"1,175","6,724",55,"1,472","1,230","8,196"
2020,Wisconsin,,,,,,,777,"1,778",4,7,781,"1,785"
2020,Wyoming,,,,,,,609,"290,077.60",219,"49,705",828,"339,782.60"
2021,Alabama,,,,,,,"1,040","22,055",0,0,"1,040","22,055"
2021,Alaska,,,,,,,262,"9,894",122,"243,463",384,"253,357"
2021,Arizona,,,,,,,"1,267","337,276",506,"187,153","1,773","524,428"
2021,Arkansas,,,,,,,368,"13,587",10,"3,416",378,"17,003"
2021,California,,,,,,,"8,698","1,065,889",582,"1,167,777","9,280","2,233,666"
2021,Colorado,,,,,,,339,"21,161",678,"27,034","1,017","48,195"
2021,Connecticut,,,,,,,59,127,1,0,60,127
2021,Delaware,,,,,,,0,0,0,0,0,0
2021,Florida,,,,,,,"1,994","87,662",268,"17,813","2,262","105,475"
2021,Georgia,,,,,,,"2,138","11,107",1,1,"2,139","11,108"
2021,Hawaii,,,,,,,1,"40,000",0,0,1,"40,000"
2021,Idaho,,,,,,,723,"32,237",609,"407,363","1,332","439,600"
2021,Illinois,,,,,,,29,219,0,0,29,219
2021,Indiana,,,,,,,34,836,0,0,34,836
2021,Iowa,,,,,,,187,"7,950",0,0,187,"7,950"
2021,Kansas,,,,,,,54,"159,410",1,"4,572",55,"163,982"
2021,Kentucky,,,,,,,723,"22,859",0,0,723,"22,859"
2021,Louisiana,,,,,,,507,"10,303",0,0,507,"10,303"
2021,Maine,,,,,,,614,364,22,13,636,377
2021,Maryland,,,,,,,105,"1,162",7,0,112,"1,162"
2021,Massachusetts,,,,,,,588,"1,439",0,0,588,"1,439"
2021,Michigan,,,,,,,422,"8,744",13,545,435,"9,289"
2021,Minnesota,,,,,,,"2,026","39,712",39,"29,693","2,065","69,405"
2021,Mississippi,,,,,,,918,"20,939",4,98,922,"21,037"
2021,Missouri,,,,,,,"1,531","40,262",0,0,"1,531","40,262"
2021,Montana,,,,,,,"1,864","180,495",709,"567,183","2,573","747,678"
2021,Nebraska,,,,,,,647,"24,183",138,"3,111",785,"27,294"
2021,Nevada,,,,,,,337,"29,988",228,"93,439",565,"123,427"
2021,New Hampshire,,,,,,,280,96,0,0,280,96
2021,New Jersey,,,,,,,906,"6,652",0,0,906,"6,652"
2021,New Mexico,,,,,,,405,"12,446",267,"111,347",672,"123,792"
2021,New York,,,,,,,131,544,6,6,137,550
2021,North Carolina,,,,,,,"5,115","25,583",36,255,"5,151","25,838"
2021,North Dakota,,,,,,,920,"47,900",26,"1,447",946,"49,347"
2021,Ohio,,,,,,,524,"1,415",0,0,524,"1,415"
2021,Oklahoma,,,,,,,"1,726","113,236",1,0,"1,727","113,235"
2021,Oregon,,,,,,,"1,435","177,400",767,"651,378","2,202","828,777"
2021,Pennsylvania,,,,,,,"1,347","2,892",3,0,"1,350","2,892"
2021,Rhode Island,,,,,,,99,178,0,0,99,178
2021,South Carolina,,,,,,,627,"7,115",3,222,630,"7,337"
2021,South Dakota,,,,,,,713,"41,216",155,"2,404",868,"43,620"
2021,Tennessee,,,,,,,545,"4,936",5,1,550,"4,937"
2021,Texas,,,,,,,"5,489","144,504",87,"23,754","5,576","168,258"
2021,Utah,,,,,,,558,"23,317",527,"37,546","1,085","60,863"
2021,Vermont,,,,,,,87,153,3,4,90,157
2021,Virginia,,,,,,,545,"6,513",22,183,567,"6,696"
2021,Washington,,,,,,,"1,631","188,316",232,"485,906","1,863","674,222"
2021,West Virginia,,,,,,,748,"7,504",4,0,752,"7,504"
2021,Wisconsin,,,,,,,"1,008","2,133",32,26,"1,040","2,159"
2021,Wyoming,,,,,,,310,"18,764",230,"34,732",540,"53,496"
